id,status_group
1879,functional needs repair
1880,non functional
1881,functional needs repair
1882,non functional
1883,non functional
1884,non functional
1885,functional needs repair
1886,functional needs repair
1887,functional
1888,functional needs repair
1889,functional
1890,non functional
1891,non functional
1892,functional needs repair
1893,functional needs repair
1894,non functional
1895,non functional
1896,functional needs repair
1897,non functional
1898,non functional
1899,non functional
1900,functional
1901,functional needs repair
1902,non functional
1903,non functional
1904,non functional
1905,non functional
1906,non functional
1907,functional needs repair
1908,non functional
1909,non functional
1910,functional needs repair
1911,non functional
1912,functional needs repair
1913,functional needs repair
1914,functional needs repair
1915,non functional
1916,non functional
1917,non functional
1918,non functional
1919,non functional
1920,functional
1921,non functional
1922,functional
1923,functional
1924,functional
1925,non functional
1926,non functional
1927,non functional
1928,non functional
1929,functional
1930,functional
1931,functional needs repair
1932,functional
1933,non functional
1934,functional needs repair
1935,functional needs repair
1936,functional
1937,functional needs repair
1938,functional
1939,functional needs repair
1940,functional
1941,functional needs repair
1942,non functional
1943,non functional
1944,non functional
1945,functional needs repair
