id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
75,77.7,2011-10-27,World Bank,1692,DWE,31.74092912858504,-7.649436402222504,Kwa Mzee,0,Lake Victoria,B,Kilimanjaro,10,1,Hai,Kijitonyama,0,False,GeoData Consultants Ltd,vwc,Scheme B,False,1990,handpump,motorpump,gravity,vwc,unknown,never pay,pay per bucket,soft,good,dry,seasonal,rainwater harvesting,shallow well,groundwater,improved spring,communal standpipe
76,598.1,2013-11-23,Government,1578,unknown,29.941552945775236,-10.91994396867205,Kwa Hassan,7,Lake Tanganyika,A,Arusha,1,1,Temeke,Kilimanjaro Central,0,True,GeoData Consultants Ltd,vwc,Scheme A,True,1990,rope pump,handpump,rope pump,vwc,unknown,pay per bucket,other,soft,good,enough,seasonal,rainwater harvesting,spring,groundwater,communal standpipe,improved spring
77,625.1,2011-01-03,Government,0,unknown,33.014381555150294,-1.3778241052042723,unknown,7,Lake Victoria,A,Dodoma,1,3,Hai,Kijitonyama,44,True,GeoData Consultants Ltd,water board,Scheme B,True,1980,submersible,submersible,handpump,water board,unknown,monthly,other,unknown,unknown,dry,enough,shallow well,shallow well,unknown,hand pump,communal standpipe
78,182.4,2013-01-01,Private,0,DWE,33.71726818369091,-6.706607201309458,Kwa Hassan,6,Lake Victoria,B,Dodoma,19,9,Arusha DC,Sinza,414,True,GeoData Consultants Ltd,private operator,Scheme A,False,0,submersible,submersible,handpump,vwc,user-group,other,never pay,salty,bad,dry,insufficient,rainwater harvesting,spring,surface,dam,hand pump
79,245.9,2013-09-27,World Bank,1604,DWE,29.559848976043824,-10.762229385879174,Kwa Mama,6,Pangani,A,Dar es Salaam,27,7,Temeke,Moshono,0,True,GeoData Consultants Ltd,vwc,Scheme B,True,1980,motorpump,submersible,submersible,water board,user-group,other,other,milky,unknown,seasonal,dry,shallow well,shallow well,unknown,hand pump,dam
80,46.2,2011-07-19,World Bank,651,unknown,36.893246488985525,-6.5971816853663245,Kwa Hassan,3,Lake Tanganyika,C,Dar es Salaam,13,7,Temeke,Kijitonyama,405,True,GeoData Consultants Ltd,vwc,Scheme A,True,0,gravity,submersible,motorpump,private operator,user-group,monthly,pay per bucket,soft,good,dry,enough,shallow well,shallow well,surface,communal standpipe,improved spring
81,119.9,2012-05-19,Private,1170,WE,30.642208764218445,-5.420249186226318,Kwa Hassan,8,Lake Tanganyika,A,Arusha,15,2,Kinondoni,Kilimanjaro Central,372,False,GeoData Consultants Ltd,user-group,unknown,False,1980,handpump,handpump,motorpump,water board,user-group,monthly,monthly,salty,good,dry,insufficient,borehole,spring,surface,communal standpipe,hand pump
82,195.0,2012-09-11,unknown,664,unknown,29.394308407352483,-8.424210690468119,Kwa Hassan,2,Wami/Ruvu,B,Arusha,19,1,Moshi,Moshono,187,True,GeoData Consultants Ltd,vwc,unknown,False,0,rope pump,submersible,rope pump,private operator,unknown,monthly,monthly,salty,bad,dry,dry,borehole,rainwater harvesting,surface,communal standpipe,improved spring
83,817.7,2011-01-18,Government,252,WE,30.950925929717002,-9.505916801938273,Kwa Mama,9,Lake Nyasa,B,Arusha,17,3,Hai,Machame Uroki,125,True,GeoData Consultants Ltd,vwc,Scheme A,False,0,handpump,gravity,gravity,private operator,unknown,pay per bucket,never pay,salty,bad,insufficient,dry,shallow well,shallow well,surface,improved spring,dam
84,120.9,2013-08-12,Germany,332,unknown,30.49540285866826,-11.843111245822298,Kwa Hassan,9,Lake Victoria,B,Dodoma,2,3,Temeke,Kijitonyama,379,False,GeoData Consultants Ltd,vwc,Scheme A,False,0,rope pump,rope pump,handpump,user-group,unknown,other,pay per bucket,unknown,good,enough,enough,spring,shallow well,unknown,improved spring,communal standpipe
85,1046.4,2011-06-24,World Bank,1782,CES,34.40108716899034,-5.841835740711263,Kwa Mama,2,Lake Tanganyika,B,Dar es Salaam,3,4,Temeke,Moshono,95,True,GeoData Consultants Ltd,user-group,unknown,False,2010,motorpump,submersible,submersible,vwc,unknown,pay per bucket,monthly,salty,good,dry,enough,rainwater harvesting,borehole,groundwater,dam,communal standpipe
86,497.5,2012-10-13,World Bank,177,unknown,35.46195329914684,-3.80152606787612,Kwa Mama,5,Pangani,D,Kilimanjaro,7,5,Hai,Machame Uroki,233,True,GeoData Consultants Ltd,private operator,unknown,True,1980,handpump,handpump,handpump,user-group,unknown,other,never pay,salty,unknown,dry,enough,rainwater harvesting,rainwater harvesting,unknown,hand pump,dam
87,2.3,2011-06-27,Germany,485,DWE,30.282559936185834,-4.615905740527112,Kwa Mzee,3,Lake Victoria,D,Morogoro,20,3,Hai,Moshono,413,True,GeoData Consultants Ltd,private operator,unknown,False,0,submersible,gravity,motorpump,water board,commercial,pay per bucket,other,soft,good,enough,dry,borehole,spring,groundwater,improved spring,improved spring
88,78.1,2011-07-20,Private,1051,WE,35.89161126836869,-2.7023430511524182,Kwa Hassan,2,Lake Nyasa,A,Arusha,3,5,Kinondoni,Moshono,364,True,GeoData Consultants Ltd,private operator,Scheme B,False,2010,handpump,motorpump,rope pump,private operator,unknown,pay per bucket,other,fluoride,bad,seasonal,dry,shallow well,borehole,surface,improved spring,dam
89,318.9,2012-10-22,unknown,1501,DWE,36.574397620939486,-6.058442640353054,unknown,2,Lake Nyasa,C,Arusha,18,7,Ilala,Machame Uroki,106,False,GeoData Consultants Ltd,user-group,unknown,False,1980,submersible,submersible,handpump,user-group,user-group,monthly,other,soft,unknown,insufficient,dry,rainwater harvesting,rainwater harvesting,groundwater,dam,hand pump
90,415.1,2011-11-06,Germany,1936,WE,31.41158550279317,-8.410015497490518,unknown,3,Ruvuma,D,Dar es Salaam,21,8,Arusha DC,Kijitonyama,485,True,GeoData Consultants Ltd,vwc,Scheme A,False,2000,gravity,submersible,handpump,vwc,unknown,pay per bucket,never pay,salty,good,dry,enough,shallow well,shallow well,surface,improved spring,dam
91,263.9,2011-02-08,Germany,758,WE,35.558374468677435,-8.68400493803845,Kwa Mzee,9,Lake Nyasa,C,Dodoma,1,5,Temeke,Machame Uroki,86,False,GeoData Consultants Ltd,private operator,Scheme B,False,2000,submersible,rope pump,motorpump,user-group,user-group,other,monthly,unknown,good,enough,insufficient,spring,spring,surface,improved spring,improved spring
92,147.5,2013-11-13,Germany,1602,unknown,33.88381631419149,-9.012057181462001,Kwa Mzee,2,Lake Tanganyika,D,Mwanza,14,2,Moshi,Kijitonyama,384,True,GeoData Consultants Ltd,water board,Scheme A,False,2010,rope pump,gravity,handpump,private operator,unknown,other,monthly,fluoride,bad,enough,dry,borehole,shallow well,surface,hand pump,dam
93,1475.7,2013-03-15,Government,1735,unknown,38.04637006144879,-4.399236489498397,Kwa Mzee,8,Lake Nyasa,A,Dar es Salaam,18,3,Arusha DC,Machame Uroki,291,True,GeoData Consultants Ltd,user-group,unknown,True,2010,submersible,gravity,handpump,vwc,commercial,pay per bucket,never pay,fluoride,good,enough,insufficient,spring,spring,groundwater,hand pump,improved spring
94,739.2,2012-02-27,World Bank,382,unknown,37.67628444207259,-3.9102931936855896,Kwa Hassan,5,Lake Tanganyika,D,Mwanza,12,6,Ilala,Moshono,479,False,GeoData Consultants Ltd,water board,Scheme A,True,1980,handpump,submersible,rope pump,private operator,unknown,pay per bucket,other,fluoride,unknown,dry,dry,rainwater harvesting,shallow well,surface,dam,improved spring
95,570.9,2011-08-23,Private,1517,DWE,38.51190802980853,-3.9479039566426586,Kwa Mama,9,Lake Nyasa,D,Kilimanjaro,2,7,Arusha DC,Machame Uroki,298,True,GeoData Consultants Ltd,vwc,Scheme A,False,0,gravity,gravity,handpump,water board,commercial,pay per bucket,pay per bucket,fluoride,unknown,dry,enough,spring,borehole,unknown,hand pump,communal standpipe
96,393.8,2011-09-26,Private,767,WE,35.81143218681435,-8.429843908513611,Kwa Mama,6,Lake Victoria,C,Dodoma,28,3,Moshi,Kijitonyama,1,True,GeoData Consultants Ltd,water board,Scheme A,True,0,motorpump,gravity,submersible,private operator,user-group,pay per bucket,monthly,soft,bad,seasonal,seasonal,rainwater harvesting,borehole,unknown,communal standpipe,dam
97,151.7,2012-09-02,Government,1728,unknown,29.27637069055662,-1.094672421331694,Kwa Mzee,8,Ruvuma,C,Mwanza,20,7,Ilala,Moshono,238,True,GeoData Consultants Ltd,private operator,Scheme B,False,1990,handpump,rope pump,rope pump,user-group,commercial,pay per bucket,never pay,soft,bad,enough,seasonal,borehole,spring,surface,dam,dam
98,468.0,2013-05-01,World Bank,1661,WE,37.46907072706105,-1.007845795584446,Kwa Mama,3,Lake Nyasa,C,Dodoma,19,6,Temeke,Kijitonyama,498,True,GeoData Consultants Ltd,vwc,unknown,False,1990,submersible,rope pump,submersible,vwc,commercial,pay per bucket,other,unknown,bad,seasonal,seasonal,borehole,shallow well,surface,hand pump,hand pump
99,810.7,2011-03-19,unknown,1106,WE,37.9058035200879,-5.079173394856559,Kwa Hassan,4,Lake Nyasa,B,Kilimanjaro,8,9,Kinondoni,Moshono,378,False,GeoData Consultants Ltd,private operator,Scheme A,False,0,handpump,handpump,handpump,user-group,commercial,pay per bucket,never pay,milky,bad,dry,enough,borehole,rainwater harvesting,unknown,dam,communal standpipe
100,248.3,2012-03-07,Private,643,WE,36.77949269537568,-3.3486232037082626,Kwa Mzee,7,Lake Tanganyika,C,Kilimanjaro,11,6,Hai,Moshono,252,True,GeoData Consultants Ltd,vwc,Scheme A,True,2000,handpump,submersible,handpump,water board,commercial,never pay,never pay,salty,unknown,seasonal,seasonal,spring,spring,groundwater,hand pump,communal standpipe
101,260.6,2011-04-06,Private,43,WE,36.52573838461382,-5.527760529741898,unknown,8,Lake Victoria,D,Morogoro,29,8,Temeke,Sinza,332,True,GeoData Consultants Ltd,water board,Scheme B,False,0,gravity,rope pump,gravity,vwc,unknown,pay per bucket,other,unknown,unknown,dry,dry,shallow well,shallow well,surface,hand pump,communal standpipe
102,715.5,2012-11-08,Private,110,CES,36.21004393167354,-3.265213471100882,Kwa Mzee,3,Wami/Ruvu,D,Arusha,8,4,Arusha DC,Kijitonyama,225,False,GeoData Consultants Ltd,water board,unknown,True,0,handpump,gravity,gravity,user-group,commercial,pay per bucket,never pay,fluoride,unknown,insufficient,insufficient,rainwater harvesting,spring,surface,hand pump,hand pump
103,1.3,2013-12-24,World Bank,1214,unknown,32.009088493983796,-2.95756173491079,Kwa Hassan,2,Lake Nyasa,B,Mwanza,3,3,Hai,Moshono,188,True,GeoData Consultants Ltd,water board,Scheme A,True,2000,gravity,gravity,rope pump,vwc,unknown,pay per bucket,monthly,unknown,good,insufficient,insufficient,spring,shallow well,surface,communal standpipe,hand pump
104,238.1,2011-12-04,Government,256,DWE,34.22304605015363,-6.663810869399121,Kwa Hassan,8,Lake Nyasa,A,Dar es Salaam,7,9,Hai,Sinza,296,True,GeoData Consultants Ltd,user-group,unknown,False,1980,rope pump,handpump,motorpump,water board,user-group,never pay,monthly,unknown,unknown,dry,enough,borehole,shallow well,surface,dam,dam
105,5.6,2011-01-20,unknown,1238,WE,31.16190387584792,-4.3804830758410365,Kwa Mzee,3,Lake Tanganyika,D,Kilimanjaro,2,3,Hai,Machame Uroki,146,False,GeoData Consultants Ltd,water board,unknown,True,0,submersible,rope pump,motorpump,private operator,user-group,monthly,other,soft,good,insufficient,dry,spring,rainwater harvesting,groundwater,communal standpipe,communal standpipe
106,209.2,2012-09-06,Germany,135,DWE,34.18833428523356,-4.909377740207043,Kwa Mama,9,Lake Tanganyika,C,Mwanza,10,1,Kinondoni,Kijitonyama,40,False,GeoData Consultants Ltd,private operator,unknown,False,0,motorpump,handpump,handpump,water board,user-group,never pay,never pay,milky,unknown,dry,seasonal,spring,shallow well,groundwater,dam,communal standpipe
107,273.4,2011-03-23,unknown,238,DWE,31.495423249862913,-0.4259598272784686,Kwa Hassan,5,Lake Nyasa,B,Morogoro,7,6,Arusha DC,Kilimanjaro Central,306,True,GeoData Consultants Ltd,vwc,Scheme A,False,2010,rope pump,submersible,motorpump,water board,commercial,never pay,never pay,salty,good,seasonal,seasonal,spring,shallow well,unknown,communal standpipe,communal standpipe
108,387.5,2013-02-24,Government,1172,DWE,37.59769154543098,-7.722847432471884,unknown,1,Lake Victoria,D,Morogoro,18,4,Kinondoni,Kijitonyama,324,True,GeoData Consultants Ltd,water board,Scheme A,True,0,motorpump,rope pump,handpump,vwc,commercial,never pay,pay per bucket,milky,unknown,seasonal,seasonal,rainwater harvesting,borehole,groundwater,improved spring,dam
109,1121.3,2012-11-14,Private,1482,WE,34.896364908556386,-1.7242690038904627,unknown,1,Lake Tanganyika,D,Arusha,29,7,Ilala,Kijitonyama,461,True,GeoData Consultants Ltd,user-group,unknown,True,2010,rope pump,handpump,rope pump,vwc,unknown,other,never pay,salty,bad,dry,dry,rainwater harvesting,borehole,groundwater,communal standpipe,dam
110,687.0,2013-01-13,Private,18,WE,31.211375198405896,-0.05619436698029112,Kwa Mama,1,Ruvuma,A,Dodoma,29,5,Moshi,Kilimanjaro Central,8,True,GeoData Consultants Ltd,water board,unknown,False,0,handpump,motorpump,gravity,vwc,user-group,other,pay per bucket,milky,bad,enough,insufficient,spring,rainwater harvesting,groundwater,hand pump,communal standpipe
111,630.8,2011-11-23,World Bank,0,DWE,35.97198859955084,-5.424316607382048,Kwa Hassan,6,Lake Tanganyika,C,Kilimanjaro,28,7,Arusha DC,Kijitonyama,325,True,GeoData Consultants Ltd,vwc,Scheme B,True,1980,handpump,handpump,rope pump,water board,user-group,pay per bucket,other,salty,bad,insufficient,seasonal,borehole,shallow well,groundwater,improved spring,communal standpipe
112,328.4,2012-12-24,Government,414,CES,32.640420018193495,-8.502719222087583,Kwa Mzee,1,Lake Nyasa,D,Dodoma,28,7,Temeke,Moshono,337,True,GeoData Consultants Ltd,private operator,Scheme A,False,2000,handpump,handpump,rope pump,water board,unknown,monthly,never pay,unknown,good,dry,enough,shallow well,rainwater harvesting,unknown,communal standpipe,dam
113,313.7,2013-10-07,Government,333,DWE,30.285241028310256,-2.291671823724309,Kwa Hassan,6,Lake Nyasa,B,Dar es Salaam,21,3,Arusha DC,Machame Uroki,215,True,GeoData Consultants Ltd,water board,Scheme A,True,1980,motorpump,gravity,handpump,water board,commercial,monthly,pay per bucket,unknown,good,insufficient,seasonal,rainwater harvesting,rainwater harvesting,groundwater,hand pump,hand pump
114,60.3,2013-07-16,unknown,1481,DWE,32.667331783209846,-9.423807633944675,Kwa Mzee,5,Pangani,D,Morogoro,25,4,Kinondoni,Kijitonyama,440,False,GeoData Consultants Ltd,private operator,Scheme B,False,1980,handpump,gravity,handpump,water board,unknown,monthly,pay per bucket,milky,unknown,enough,insufficient,spring,spring,surface,dam,dam
115,258.5,2012-12-22,Private,1719,unknown,34.04961903614685,-4.5500142968873085,unknown,3,Wami/Ruvu,D,Arusha,1,3,Arusha DC,Kilimanjaro Central,289,False,GeoData Consultants Ltd,water board,Scheme B,False,0,gravity,motorpump,handpump,private operator,user-group,never pay,never pay,milky,good,insufficient,insufficient,spring,borehole,groundwater,dam,communal standpipe
116,109.5,2011-03-26,unknown,1418,WE,30.915854689938936,-7.1451599960212215,Kwa Mama,5,Lake Tanganyika,B,Dar es Salaam,18,5,Hai,Moshono,379,False,GeoData Consultants Ltd,vwc,Scheme B,True,1980,handpump,handpump,handpump,private operator,commercial,pay per bucket,other,soft,unknown,insufficient,enough,shallow well,borehole,groundwater,improved spring,dam
117,710.7,2012-01-15,World Bank,1892,unknown,32.62940252065013,-10.156767791403162,Kwa Mama,6,Wami/Ruvu,D,Kilimanjaro,28,9,Arusha DC,Kilimanjaro Central,210,True,GeoData Consultants Ltd,private operator,unknown,False,2000,rope pump,motorpump,gravity,private operator,user-group,other,pay per bucket,salty,good,enough,dry,rainwater harvesting,shallow well,unknown,dam,dam
118,112.8,2012-02-01,Private,444,CES,30.64901267820639,-11.299527805864171,Kwa Hassan,5,Pangani,D,Dar es Salaam,27,3,Ilala,Moshono,132,False,GeoData Consultants Ltd,water board,Scheme B,True,0,handpump,handpump,submersible,water board,user-group,other,never pay,milky,good,dry,dry,borehole,borehole,unknown,hand pump,dam
119,11.4,2013-07-21,Government,371,CES,39.86741620589723,-3.035670856640307,Kwa Mama,4,Ruvuma,A,Kilimanjaro,12,1,Arusha DC,Kijitonyama,261,False,GeoData Consultants Ltd,vwc,Scheme A,False,0,handpump,gravity,motorpump,private operator,user-group,pay per bucket,pay per bucket,salty,bad,seasonal,enough,spring,borehole,groundwater,improved spring,dam
120,1190.0,2011-05-17,unknown,1060,unknown,37.008474094987925,-11.030336913432958,Kwa Mama,2,Lake Victoria,C,Kilimanjaro,9,4,Moshi,Kijitonyama,41,False,GeoData Consultants Ltd,private operator,Scheme A,True,0,submersible,handpump,motorpump,user-group,unknown,other,pay per bucket,milky,bad,enough,seasonal,shallow well,borehole,groundwater,improved spring,dam
121,504.8,2013-03-06,unknown,1700,CES,34.49989435446595,-4.62209125385714,unknown,7,Lake Nyasa,C,Kilimanjaro,9,6,Arusha DC,Machame Uroki,0,True,GeoData Consultants Ltd,vwc,Scheme B,False,0,submersible,submersible,rope pump,user-group,unknown,never pay,monthly,salty,bad,enough,dry,rainwater harvesting,spring,surface,communal standpipe,improved spring
122,125.8,2013-11-12,World Bank,1472,CES,29.323820185207456,-4.7765382885157095,unknown,9,Lake Tanganyika,C,Dar es Salaam,15,1,Ilala,Kilimanjaro Central,338,True,GeoData Consultants Ltd,vwc,Scheme B,False,0,submersible,submersible,handpump,user-group,user-group,monthly,pay per bucket,salty,good,dry,seasonal,rainwater harvesting,borehole,groundwater,hand pump,hand pump
123,55.9,2011-11-05,World Bank,0,WE,33.45461144733636,-5.117528077871372,Kwa Mama,4,Pangani,A,Dodoma,24,7,Kinondoni,Kilimanjaro Central,110,False,GeoData Consultants Ltd,vwc,Scheme B,True,2010,motorpump,handpump,rope pump,private operator,user-group,other,other,fluoride,bad,enough,insufficient,shallow well,spring,surface,communal standpipe,improved spring
124,1428.7,2012-04-22,Germany,747,unknown,35.43265305059557,-6.821263215511721,Kwa Mama,8,Lake Nyasa,C,Arusha,10,5,Kinondoni,Moshono,75,False,GeoData Consultants Ltd,private operator,Scheme A,False,0,submersible,rope pump,handpump,water board,unknown,pay per bucket,monthly,salty,bad,insufficient,dry,shallow well,spring,surface,communal standpipe,dam
125,314.8,2011-04-18,Private,84,CES,31.880946913319065,-10.182580960317207,Kwa Mama,2,Pangani,A,Dar es Salaam,13,5,Hai,Kilimanjaro Central,188,False,GeoData Consultants Ltd,vwc,unknown,True,1990,rope pump,gravity,motorpump,private operator,user-group,other,never pay,soft,bad,seasonal,insufficient,shallow well,rainwater harvesting,surface,hand pump,improved spring
